,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU,Valor m2,Tipo Agregado
13931,Apartamento,Laranjeiras,3,1,0,97,2400.0,1100.0,0.0,24.74,Apartamento
13932,Apartamento,Leblon,2,1,0,101,4600.0,1242.0,0.0,45.54,Apartamento
13933,Apartamento,Botafogo,3,2,1,140,4300.0,1931.0,200.0,30.71,Apartamento
13934,Apartamento,Tijuca,2,0,0,40,1400.0,466.0,18.0,35.0,Apartamento
13935,Apartamento,Barra da Tijuca,2,1,1,72,1600.0,643.0,60.0,22.22,Apartamento
13936,Apartamento,Barra da Tijuca,2,1,1,90,2600.0,800.0,225.0,28.89,Apartamento
13937,Apartamento,Barra da Tijuca,2,1,2,64,2200.0,1300.0,0.0,34.38,Apartamento
13938,Apartamento,Barra da Tijuca,3,2,0,280,5000.0,2600.0,696.0,17.86,Apartamento
13939,Apartamento,Recreio dos Bandeirantes,3,2,1,104,2509.0,740.0,0.0,24.12,Apartamento
13940,Apartamento,Recreio dos Bandeirantes,3,1,1,116,4000.0,1187.0,2311.0,34.48,Apartamento
13941,Apartamento,Flamengo,2,1,1,69,2200.0,1006.0,25.0,31.88,Apartamento
13942,Apartamento,Santa Teresa,2,1,0,57,1500.0,590.0,16.0,26.32,Apartamento
13943,Apartamento,Lagoa,3,3,0,250,8600.0,1900.0,580.0,34.4,Apartamento
13944,Apartamento,Botafogo,3,1,2,163,3200.0,1786.0,227.0,19.63,Apartamento
13945,Apartamento,Lagoa,2,1,0,81,3800.0,770.0,120.0,46.91,Apartamento
13946,Apartamento,Curicica,2,1,1,60,1500.0,545.0,60.0,25.0,Apartamento
13947,Apartamento,Campo Grande,2,0,0,55,700.0,290.0,0.0,12.73,Apartamento
13948,Apartamento,Copacabana,2,0,0,65,2200.0,810.0,0.0,33.85,Apartamento
13949,Apartamento,Ipanema,3,1,1,160,7800.0,1317.0,493.0,48.75,Apartamento
13950,Apartamento,Leblon,3,1,1,135,6700.0,1308.0,383.0,49.63,Apartamento
13951,Apartamento,Lins de Vasconcelos,2,1,0,60,1050.0,570.0,352.0,17.5,Apartamento
13952,Apartamento,Copacabana,1,0,0,30,1800.0,500.0,27.0,60.0,Apartamento
13953,Apartamento,Campo Grande,2,1,0,49,850.0,300.0,0.0,17.35,Apartamento
13954,Apartamento,Barra da Tijuca,4,2,1,220,7000.0,1700.0,0.0,31.82,Apartamento
13955,Apartamento,Vila da Penha,2,1,0,75,1100.0,403.0,0.0,14.67,Apartamento
13956,Apartamento,Copacabana,2,2,1,105,4000.0,1200.0,2500.0,38.1,Apartamento
13957,Apartamento,Flamengo,1,0,0,45,1650.0,653.0,70.0,36.67,Apartamento
13958,Apartamento,Península,2,2,2,98,3200.0,1388.0,235.0,32.65,Apartamento
13959,Apartamento,Tijuca,2,1,1,70,2100.0,1015.0,96.0,30.0,Apartamento
13960,Apartamento,Barra da Tijuca,4,2,2,146,4900.0,2000.0,300.0,33.56,Apartamento
13961,Apartamento,Penha,2,1,0,100,1200.0,250.0,0.0,12.0,Apartamento
13962,Apartamento,Ipanema,3,1,2,150,5300.0,1500.0,405.0,35.33,Apartamento
13963,Apartamento,Copacabana,2,0,0,80,2200.0,1050.0,175.0,27.5,Apartamento
13964,Apartamento,Ipanema,1,0,0,35,1600.0,470.0,25.0,45.71,Apartamento
13965,Apartamento,Tijuca,2,1,1,59,2200.0,610.0,103.0,37.29,Apartamento
13966,Apartamento,Flamengo,3,1,2,85,3000.0,1332.0,209.0,35.29,Apartamento
13967,Apartamento,Freguesia (Jacarepaguá),2,1,0,56,1200.0,296.0,135.0,21.43,Apartamento
13968,Apartamento,Recreio dos Bandeirantes,2,2,1,190,1995.0,1000.0,300.0,10.5,Apartamento
13969,Apartamento,Barra da Tijuca,1,1,1,70,1400.0,1349.0,358.0,20.0,Apartamento
13970,Apartamento,Ipanema,3,1,1,150,7400.0,1720.0,704.0,49.33,Apartamento
13971,Apartamento,Ipanema,3,2,1,150,6300.0,2200.0,495.0,42.0,Apartamento
13972,Apartamento,Copacabana,3,0,1,120,3420.0,800.0,0.0,28.5,Apartamento
13973,Apartamento,Barra da Tijuca,2,2,1,180,5000.0,1400.0,500.0,27.78,Apartamento
13974,Apartamento,Gávea,1,1,0,61,2000.0,655.0,0.0,32.79,Apartamento
13975,Apartamento,Barra da Tijuca,4,0,1,375,5900.0,4360.0,1902.0,15.73,Apartamento
13976,Apartamento,Copacabana,3,0,1,95,2700.0,1180.0,0.0,28.42,Apartamento
13977,Apartamento,Tijuca,2,1,1,70,1200.0,450.0,95.0,17.14,Apartamento
13978,Apartamento,Engenho da Rainha,2,0,0,60,1000.0,285.0,0.0,16.67,Apartamento
13979,Apartamento,Gávea,2,1,1,97,4000.0,1227.0,316.0,41.24,Apartamento
13980,Apartamento,Copacabana,2,0,1,110,3000.0,800.0,159.0,27.27,Apartamento
13981,Apartamento,Tijuca,2,1,0,60,1700.0,510.0,0.0,28.33,Apartamento
13982,Apartamento,Laranjeiras,3,1,1,150,4000.0,1180.0,0.0,26.67,Apartamento
13983,Apartamento,Recreio dos Bandeirantes,2,1,1,62,1500.0,450.0,0.0,24.19,Apartamento
13984,Apartamento,Lagoa,3,2,3,125,5000.0,2000.0,480.0,40.0,Apartamento
13985,Apartamento,Flamengo,1,0,0,28,900.0,380.0,29.0,32.14,Apartamento
13986,Apartamento,Engenho Novo,1,0,0,40,850.0,381.0,0.0,21.25,Apartamento
13987,Apartamento,Copacabana,3,0,0,122,2700.0,881.0,0.0,22.13,Apartamento
13988,Apartamento,Botafogo,1,1,1,90,1950.0,750.0,213.0,21.67,Apartamento
13989,Apartamento,Portuguesa,2,1,0,48,1000.0,337.0,0.0,20.83,Apartamento
13990,Apartamento,Leblon,2,1,1,68,7000.0,2620.0,380.0,102.94,Apartamento
13991,Apartamento,Copacabana,1,0,0,30,1400.0,484.0,53.0,46.67,Apartamento
13992,Apartamento,Gávea,2,2,1,78,3500.0,1199.0,180.0,44.87,Apartamento
13993,Apartamento,Barra da Tijuca,2,1,2,77,1400.0,1250.0,715.0,18.18,Apartamento
13994,Apartamento,Maracanã,1,1,0,63,1400.0,590.0,528.0,22.22,Apartamento
13995,Apartamento,Ipanema,1,1,0,50,2200.0,2150.0,571.0,44.0,Apartamento
13996,Apartamento,Recreio dos Bandeirantes,3,2,1,160,2300.0,1000.0,0.0,14.38,Apartamento
13997,Apartamento,Ipanema,2,1,1,95,7000.0,4500.0,470.0,73.68,Apartamento
13998,Apartamento,Copacabana,2,1,1,135,5200.0,1200.0,265.0,38.52,Apartamento
13999,Apartamento,Leme,1,0,0,51,1500.0,560.0,0.0,29.41,Apartamento
14000,Apartamento,Laranjeiras,2,1,0,70,2000.0,600.0,150.0,28.57,Apartamento
14001,Apartamento,Copacabana,4,1,1,150,4900.0,1907.0,263.0,32.67,Apartamento
14002,Apartamento,Tijuca,1,0,0,57,1000.0,517.0,0.0,17.54,Apartamento
14003,Apartamento,Camorim,3,1,1,64,1500.0,620.0,670.0,23.44,Apartamento
14004,Apartamento,Barra da Tijuca,3,2,1,127,3300.0,1900.0,320.0,25.98,Apartamento
14005,Apartamento,Botafogo,2,0,0,50,2300.0,515.0,0.0,46.0,Apartamento
14006,Apartamento,Leblon,1,1,0,48,2500.0,1850.0,125.0,52.08,Apartamento
14007,Apartamento,Botafogo,3,1,1,99,3200.0,1149.0,351.0,32.32,Apartamento
14008,Apartamento,Jardim Botânico,3,1,1,77,4400.0,525.0,0.0,57.14,Apartamento
14009,Apartamento,Leblon,3,1,1,160,5000.0,2119.0,5027.0,31.25,Apartamento
14010,Apartamento,Barra da Tijuca,4,3,2,143,4800.0,1750.0,1500.0,33.57,Apartamento
14011,Apartamento,Copacabana,1,0,1,40,1500.0,670.0,56.0,37.5,Apartamento
14012,Apartamento,Ipanema,2,1,1,70,3700.0,990.0,200.0,52.86,Apartamento
14013,Apartamento,Vargem Pequena,2,1,0,50,900.0,282.0,25.0,18.0,Apartamento
14014,Apartamento,Ipanema,2,1,1,105,4500.0,1350.0,270.0,42.86,Apartamento
14015,Apartamento,Irajá,2,1,0,50,800.0,200.0,0.0,16.0,Apartamento
14016,Apartamento,Barra da Tijuca,3,2,1,230,8000.0,3200.0,860.0,34.78,Apartamento
14017,Apartamento,Leblon,3,1,0,110,5900.0,1150.0,0.0,53.64,Apartamento
14018,Apartamento,Ilha do Governador,2,0,1,90,1650.0,30.0,850.0,18.33,Apartamento
14019,Apartamento,Botafogo,1,0,0,40,700.0,150.0,0.0,17.5,Apartamento
14020,Apartamento,Grajaú,2,1,0,65,1700.0,290.0,20.0,26.15,Apartamento
14021,Apartamento,Copacabana,2,0,0,80,3800.0,796.0,1166.0,47.5,Apartamento
14022,Apartamento,Bonsucesso,2,0,0,64,1000.0,413.0,0.0,15.62,Apartamento
14023,Apartamento,Flamengo,1,0,0,50,1500.0,550.0,68.0,30.0,Apartamento
14024,Apartamento,Copacabana,1,0,0,32,1200.0,567.0,0.0,37.5,Apartamento
14025,Apartamento,Cordovil,2,1,0,88,1000.0,545.0,0.0,11.36,Apartamento
14026,Apartamento,Copacabana,1,0,0,43,2000.0,440.0,0.0,46.51,Apartamento
14027,Apartamento,Leblon,2,3,2,140,8900.0,1700.0,603.0,63.57,Apartamento
14028,Apartamento,Copacabana,2,1,1,115,4000.0,1180.0,250.0,34.78,Apartamento
14029,Apartamento,Leblon,1,0,1,50,2997.0,680.0,100.0,59.94,Apartamento
14030,Apartamento,Cosme Velho,2,0,0,71,2700.0,325.0,147.0,38.03,Apartamento
14031,Apartamento,Engenho de Dentro,1,0,0,45,600.0,200.0,0.0,13.33,Apartamento
14032,Apartamento,Lagoa,2,2,1,90,6500.0,2600.0,0.0,72.22,Apartamento
14033,Apartamento,Campo Grande,3,1,0,80,900.0,350.0,10.0,11.25,Apartamento
14034,Apartamento,Copacabana,2,2,1,90,5500.0,3352.0,386.0,61.11,Apartamento
14035,Apartamento,Copacabana,2,0,0,70,3950.0,800.0,100.0,56.43,Apartamento
14036,Apartamento,Recreio dos Bandeirantes,4,3,4,300,5000.0,1200.0,420.0,16.67,Apartamento
14037,Apartamento,Gávea,3,2,1,112,5160.0,1250.0,378.0,46.07,Apartamento
14038,Apartamento,Itanhangá,2,1,0,66,750.0,650.0,0.0,11.36,Apartamento
14039,Apartamento,Lagoa,2,2,1,160,5800.0,2500.0,458.0,36.25,Apartamento
14040,Apartamento,Copacabana,2,1,2,90,5900.0,3047.0,300.0,65.56,Apartamento
14041,Apartamento,Tijuca,2,1,0,70,1850.0,685.0,98.0,26.43,Apartamento
14042,Apartamento,Recreio dos Bandeirantes,3,2,2,185,4000.0,1469.0,7000.0,21.62,Apartamento
14043,Apartamento,Campo Grande,3,2,0,130,2000.0,860.0,0.0,15.38,Apartamento
14044,Apartamento,Botafogo,1,1,1,40,1800.0,1021.0,183.0,45.0,Apartamento
14045,Apartamento,Recreio dos Bandeirantes,3,1,1,98,1950.0,900.0,150.0,19.9,Apartamento
14046,Apartamento,Recreio dos Bandeirantes,3,2,1,90,1900.0,1200.0,170.0,21.11,Apartamento
14047,Apartamento,Botafogo,3,1,2,89,3000.0,958.0,230.0,33.71,Apartamento
14048,Apartamento,Barra da Tijuca,2,1,0,100,2500.0,1296.0,297.0,25.0,Apartamento
14049,Apartamento,Copacabana,3,0,0,170,4800.0,1700.0,314.0,28.24,Apartamento
14050,Apartamento,Barra da Tijuca,4,6,3,400,8000.0,5700.0,2000.0,20.0,Apartamento
14051,Apartamento,Vaz Lobo,2,0,0,80,1100.0,100.0,0.0,13.75,Apartamento
14052,Apartamento,Praça da Bandeira,2,0,0,71,1300.0,572.0,50.0,18.31,Apartamento
14053,Apartamento,Rio Comprido,2,1,0,88,1100.0,693.0,32.0,12.5,Apartamento
14054,Apartamento,Barra da Tijuca,1,1,0,50,2800.0,1200.0,0.0,56.0,Apartamento
14055,Apartamento,Barra da Tijuca,3,2,1,127,5500.0,2600.0,7300.0,43.31,Apartamento
14056,Apartamento,Barra da Tijuca,2,2,1,100,5200.0,2570.0,587.0,52.0,Apartamento
14057,Apartamento,Campinho,2,1,0,70,650.0,320.0,0.0,9.29,Apartamento
14058,Apartamento,Botafogo,2,1,1,78,4350.0,1100.0,244.0,55.77,Apartamento
14059,Apartamento,Humaitá,2,1,0,65,2500.0,1018.0,118.0,38.46,Apartamento
14060,Apartamento,Barra da Tijuca,2,1,1,68,2800.0,750.0,1600.0,41.18,Apartamento
14061,Apartamento,Copacabana,1,0,0,50,2000.0,567.0,95.0,40.0,Apartamento
14062,Apartamento,Laranjeiras,3,1,0,150,4200.0,1000.0,24.0,28.0,Apartamento
14063,Apartamento,Barra da Tijuca,2,1,2,63,2400.0,1219.0,0.0,38.1,Apartamento
14064,Apartamento,Barra da Tijuca,4,2,1,140,4200.0,1300.0,550.0,30.0,Apartamento
14065,Apartamento,Laranjeiras,2,1,0,70,1800.0,1015.0,103.0,25.71,Apartamento
14066,Apartamento,Copacabana,1,0,1,40,3600.0,608.0,0.0,90.0,Apartamento
14067,Apartamento,Leblon,3,2,1,150,6900.0,2150.0,0.0,46.0,Apartamento
14068,Apartamento,Barra da Tijuca,3,2,1,127,3500.0,1597.0,0.0,27.56,Apartamento
14069,Apartamento,Barra da Tijuca,3,2,3,120,4500.0,1850.0,390.0,37.5,Apartamento
14070,Apartamento,Grajaú,3,0,0,71,1600.0,557.0,0.0,22.54,Apartamento
14071,Apartamento,Barra da Tijuca,3,3,1,145,6000.0,1100.0,420.0,41.38,Apartamento
14072,Apartamento,Lagoa,2,0,0,59,2500.0,723.0,133.0,42.37,Apartamento
14073,Apartamento,Barra da Tijuca,4,3,1,190,6000.0,2600.0,0.0,31.58,Apartamento
14074,Apartamento,Barra da Tijuca,2,0,1,98,2500.0,1647.0,0.0,25.51,Apartamento
14075,Apartamento,Leblon,3,0,0,105,4300.0,1614.0,319.0,40.95,Apartamento
14076,Apartamento,Jacarepaguá,3,1,1,82,1800.0,858.0,152.0,21.95,Apartamento
14077,Apartamento,Recreio dos Bandeirantes,3,1,1,84,2000.0,1127.0,234.0,23.81,Apartamento
14078,Apartamento,Copacabana,3,0,0,67,3500.0,727.0,157.0,52.24,Apartamento
14079,Apartamento,Recreio dos Bandeirantes,2,2,1,80,2000.0,326.0,133.0,25.0,Apartamento
14080,Apartamento,Recreio dos Bandeirantes,2,1,0,50,1300.0,420.0,40.0,26.0,Apartamento
14081,Apartamento,Barra da Tijuca,4,3,0,160,8500.0,2300.0,345.0,53.12,Apartamento
14082,Apartamento,Freguesia (Jacarepaguá),2,1,0,57,1050.0,595.0,0.0,18.42,Apartamento
14083,Apartamento,Freguesia (Jacarepaguá),3,1,1,68,1700.0,743.0,82.0,25.0,Apartamento
14084,Apartamento,Ipanema,3,1,1,140,8500.0,1300.0,462.0,60.71,Apartamento
14085,Apartamento,Botafogo,2,1,1,76,3200.0,620.0,123.0,42.11,Apartamento
14086,Apartamento,Leblon,3,1,1,170,6990.0,2074.0,345.0,41.12,Apartamento
14087,Apartamento,Todos os Santos,2,0,0,65,1000.0,378.0,0.0,15.38,Apartamento
14088,Apartamento,Méier,2,0,0,66,1150.0,330.0,48.0,17.42,Apartamento
14089,Apartamento,Glória,2,1,0,80,2400.0,780.0,85.0,30.0,Apartamento
14090,Apartamento,Recreio dos Bandeirantes,4,2,2,170,3000.0,1450.0,250.0,17.65,Apartamento
14091,Apartamento,Flamengo,1,1,0,65,2000.0,658.0,122.0,30.77,Apartamento
14092,Apartamento,Ipanema,1,1,1,122,9000.0,35579.0,660.0,73.77,Apartamento
14093,Apartamento,Leblon,3,2,1,170,7200.0,2300.0,303.0,42.35,Apartamento
14094,Apartamento,Recreio dos Bandeirantes,3,3,3,196,5500.0,1300.0,350.0,28.06,Apartamento
14095,Apartamento,Bangu,2,1,0,78,900.0,420.0,0.0,11.54,Apartamento
14096,Apartamento,Barra da Tijuca,4,2,1,131,2800.0,1550.0,230.0,21.37,Apartamento
14097,Apartamento,Recreio dos Bandeirantes,3,2,0,120,1500.0,900.0,273.0,12.5,Apartamento
14098,Apartamento,Barra da Tijuca,4,2,2,136,6000.0,1122.0,879.0,44.12,Apartamento
14099,Apartamento,Barra da Tijuca,1,1,1,52,2200.0,1374.0,414.0,42.31,Apartamento
14100,Apartamento,Vila Valqueire,2,1,1,65,1400.0,547.0,0.0,21.54,Apartamento
14101,Apartamento,Anil,2,1,0,46,700.0,320.0,0.0,15.22,Apartamento
14102,Apartamento,Tijuca,2,2,1,185,3000.0,1548.0,224.0,16.22,Apartamento
14103,Apartamento,Catete,3,1,2,85,3000.0,1380.0,230.0,35.29,Apartamento
14104,Apartamento,Rio Comprido,2,1,1,65,1800.0,780.0,14.0,27.69,Apartamento
14105,Apartamento,Estácio,2,1,0,70,1700.0,650.0,0.0,24.29,Apartamento
14106,Apartamento,Barra da Tijuca,2,1,0,75,1150.0,1160.0,0.0,15.33,Apartamento
14107,Apartamento,Copacabana,4,1,1,180,6000.0,2300.0,211.0,33.33,Apartamento
14108,Apartamento,Recreio dos Bandeirantes,3,4,3,360,4800.0,1000.0,906.0,13.33,Apartamento
14109,Apartamento,Barra da Tijuca,3,2,1,115,4500.0,1000.0,580.0,39.13,Apartamento
14110,Apartamento,Lapa,2,0,0,65,1500.0,512.0,20.0,23.08,Apartamento
14111,Apartamento,São Conrado,2,2,1,115,4000.0,2100.0,280.0,34.78,Apartamento
14112,Apartamento,Vila Isabel,1,1,0,72,1200.0,560.0,83.0,16.67,Apartamento
14113,Apartamento,Botafogo,2,0,0,60,2400.0,264.0,0.0,40.0,Apartamento
14114,Apartamento,Barra da Tijuca,5,3,4,602,6900.0,1792.0,0.0,11.46,Apartamento
14115,Apartamento,Recreio dos Bandeirantes,4,2,4,300,6000.0,1168.0,363.0,20.0,Apartamento
14116,Apartamento,Leme,2,1,1,150,6400.0,1600.0,3000.0,42.67,Apartamento
14117,Apartamento,Botafogo,2,0,0,60,2300.0,235.0,0.0,38.33,Apartamento
14118,Apartamento,Recreio dos Bandeirantes,3,2,1,86,1900.0,740.0,150.0,22.09,Apartamento
14119,Apartamento,Andaraí,2,1,0,74,900.0,650.0,0.0,12.16,Apartamento
14120,Apartamento,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0,26.67,Apartamento
14121,Apartamento,Tijuca,3,2,1,118,3600.0,1564.0,0.0,30.51,Apartamento
14122,Apartamento,Jacarepaguá,3,1,1,75,2000.0,770.0,78.0,26.67,Apartamento
14123,Apartamento,Pechincha,1,1,0,46,1100.0,300.0,0.0,23.91,Apartamento
14124,Apartamento,Recreio dos Bandeirantes,3,1,1,110,2350.0,750.0,130.0,21.36,Apartamento
14125,Apartamento,Recreio dos Bandeirantes,3,2,1,96,2300.0,450.0,330.0,23.96,Apartamento
14126,Apartamento,Centro,1,1,0,39,1800.0,980.0,21.0,46.15,Apartamento
14127,Apartamento,Ipanema,2,1,1,60,7000.0,700.0,100.0,116.67,Apartamento
14128,Apartamento,Ipanema,2,1,1,70,4700.0,1100.0,0.0,67.14,Apartamento
14129,Apartamento,Laranjeiras,3,0,0,110,2600.0,814.0,110.0,23.64,Apartamento
14130,Apartamento,Barra da Tijuca,2,0,0,70,1600.0,1300.0,260.0,22.86,Apartamento
14131,Apartamento,Botafogo,2,1,1,105,5800.0,1350.0,282.0,55.24,Apartamento
14132,Apartamento,Ipanema,3,1,1,100,6000.0,250.0,210.0,60.0,Apartamento
14133,Apartamento,Ipanema,2,1,2,66,3000.0,900.0,0.0,45.45,Apartamento
14134,Apartamento,Irajá,2,1,1,60,1300.0,280.0,0.0,21.67,Apartamento
14135,Apartamento,Barra da Tijuca,2,1,2,130,4500.0,1996.0,0.0,34.62,Apartamento
14136,Apartamento,Copacabana,1,0,0,38,1700.0,400.0,300.0,44.74,Apartamento
14137,Apartamento,Leblon,3,1,1,150,7500.0,1550.0,530.0,50.0,Apartamento
14138,Apartamento,Recreio dos Bandeirantes,3,2,1,130,3500.0,850.0,1900.0,26.92,Apartamento
14139,Apartamento,Vila Isabel,1,1,0,60,1000.0,500.0,0.0,16.67,Apartamento
14140,Apartamento,Taquara,1,1,1,50,600.0,367.0,16.0,12.0,Apartamento
14141,Apartamento,Leblon,3,1,0,90,4350.0,900.0,200.0,48.33,Apartamento
14142,Apartamento,Vila da Penha,2,1,0,50,1200.0,420.0,0.0,24.0,Apartamento
14143,Apartamento,Vila Isabel,3,1,1,147,1800.0,797.0,302.0,12.24,Apartamento
14144,Apartamento,Ipanema,3,1,1,120,5200.0,1700.0,160.0,43.33,Apartamento
14145,Apartamento,Todos os Santos,2,0,0,70,900.0,375.0,14.0,12.86,Apartamento
14146,Apartamento,Ribeira,1,1,0,48,1200.0,500.0,47.0,25.0,Apartamento
14147,Apartamento,Recreio dos Bandeirantes,3,1,2,84,1600.0,1100.0,0.0,19.05,Apartamento
14148,Apartamento,Tijuca,2,0,0,80,1700.0,780.0,22.0,21.25,Apartamento
14149,Apartamento,Lagoa,3,1,0,110,4500.0,900.0,0.0,40.91,Apartamento
14150,Apartamento,Freguesia (Ilha do Governador),2,2,1,110,2000.0,600.0,152.0,18.18,Apartamento
14151,Apartamento,Gávea,2,2,1,154,5500.0,1100.0,456.0,35.71,Apartamento
14152,Apartamento,Copacabana,1,0,0,45,1500.0,650.0,0.0,33.33,Apartamento
14153,Apartamento,Copacabana,2,2,1,98,2800.0,1131.0,309.0,28.57,Apartamento
14154,Apartamento,Recreio dos Bandeirantes,3,2,1,108,1700.0,525.0,0.0,15.74,Apartamento
14155,Apartamento,Recreio dos Bandeirantes,2,1,1,72,1700.0,650.0,100.0,23.61,Apartamento
14156,Apartamento,Laranjeiras,3,0,0,95,2600.0,829.0,0.0,27.37,Apartamento
14157,Apartamento,Recreio dos Bandeirantes,2,1,1,75,2200.0,672.0,17.0,29.33,Apartamento
14158,Apartamento,Leblon,3,1,0,82,3300.0,1100.0,2200.0,40.24,Apartamento
14159,Apartamento,Laranjeiras,3,1,0,150,2300.0,1700.0,278.0,15.33,Apartamento
14160,Apartamento,Tijuca,3,2,1,128,2700.0,1050.0,0.0,21.09,Apartamento
14161,Apartamento,Méier,1,1,0,33,900.0,550.0,12.0,27.27,Apartamento
14162,Apartamento,Gávea,2,1,0,90,3350.0,1370.0,196.0,37.22,Apartamento
14163,Apartamento,Copacabana,3,1,1,154,4000.0,1457.0,286.0,25.97,Apartamento
14164,Apartamento,Benfica,3,0,0,120,790.0,180.0,162.0,6.58,Apartamento
14165,Apartamento,Barra da Tijuca,2,0,1,70,1500.0,1070.0,0.0,21.43,Apartamento
14166,Apartamento,Lagoa,1,1,1,64,4000.0,1025.0,0.0,62.5,Apartamento
14167,Apartamento,Ipanema,2,0,0,86,3800.0,860.0,240.0,44.19,Apartamento
14168,Apartamento,Tijuca,2,0,0,60,1800.0,690.0,81.0,30.0,Apartamento
14169,Apartamento,Flamengo,1,1,0,44,2000.0,666.0,95.0,45.45,Apartamento
14170,Apartamento,Barra da Tijuca,2,1,1,70,1100.0,1000.0,0.0,15.71,Apartamento
14171,Apartamento,Copacabana,3,1,1,202,6500.0,3309.0,445.0,32.18,Apartamento
14172,Apartamento,Tijuca,3,1,1,91,2300.0,832.0,123.0,25.27,Apartamento
14173,Apartamento,Vila Isabel,1,0,0,44,1200.0,427.0,24.0,27.27,Apartamento
14174,Apartamento,Copacabana,1,0,0,35,1800.0,390.0,55.0,51.43,Apartamento
14175,Apartamento,Barra da Tijuca,3,2,1,110,3000.0,1600.0,190.0,27.27,Apartamento
14176,Apartamento,Laranjeiras,2,1,0,61,2200.0,1006.0,100.0,36.07,Apartamento
14177,Apartamento,Maria da Graça,3,0,0,85,1100.0,220.0,0.0,12.94,Apartamento
14178,Apartamento,Ilha do Governador,3,1,0,75,1900.0,380.0,85.0,25.33,Apartamento
14179,Apartamento,Engenho Novo,1,1,0,58,1000.0,580.0,17.0,17.24,Apartamento
14180,Apartamento,Campo Grande,3,1,1,65,1300.0,990.0,0.0,20.0,Apartamento
14181,Apartamento,Vila da Penha,2,0,0,60,800.0,285.0,0.0,13.33,Apartamento
14182,Apartamento,Lagoa,4,2,1,348,8000.0,3124.0,10400.0,22.99,Apartamento
14183,Apartamento,Praça da Bandeira,2,0,0,54,1000.0,500.0,25.0,18.52,Apartamento
14184,Apartamento,Barra da Tijuca,1,1,0,55,2300.0,1525.0,295.0,41.82,Apartamento
14185,Apartamento,Campo Grande,2,1,0,40,550.0,210.0,0.0,13.75,Apartamento
14186,Apartamento,Santa Teresa,3,1,0,148,3300.0,800.0,118.0,22.3,Apartamento
14187,Apartamento,Ipanema,2,1,1,100,5500.0,1200.0,400.0,55.0,Apartamento
14188,Apartamento,Recreio dos Bandeirantes,3,2,1,140,3500.0,650.0,500.0,25.0,Apartamento
14189,Apartamento,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0,26.67,Apartamento
14190,Apartamento,Humaitá,2,1,0,73,2900.0,926.0,0.0,39.73,Apartamento
14191,Apartamento,Barra da Tijuca,3,2,1,140,4500.0,1587.0,357.0,32.14,Apartamento
14192,Apartamento,Maracanã,3,1,0,84,2200.0,735.0,79.0,26.19,Apartamento
14193,Apartamento,Copacabana,3,0,1,130,6800.0,1050.0,0.0,52.31,Apartamento
14194,Apartamento,Flamengo,3,0,0,100,2500.0,700.0,77.0,25.0,Apartamento
14195,Apartamento,Catete,2,1,0,60,2200.0,725.0,0.0,36.67,Apartamento
14196,Apartamento,Barra da Tijuca,4,3,4,206,9000.0,3000.0,3500.0,43.69,Apartamento
14197,Apartamento,Laranjeiras,3,1,1,96,3500.0,919.0,198.0,36.46,Apartamento
14198,Apartamento,Freguesia (Jacarepaguá),3,1,0,65,1250.0,298.0,0.0,19.23,Apartamento
14199,Apartamento,Recreio dos Bandeirantes,1,0,0,30,900.0,35.0,9.0,30.0,Apartamento
14200,Apartamento,Copacabana,1,1,0,65,1500.0,1200.0,140.0,23.08,Apartamento
14201,Apartamento,Copacabana,1,0,0,45,2500.0,477.0,50.0,55.56,Apartamento
14202,Apartamento,Recreio dos Bandeirantes,3,2,2,92,1800.0,840.0,195.0,19.57,Apartamento
14203,Apartamento,Barra da Tijuca,3,2,3,120,2900.0,1280.0,390.0,24.17,Apartamento
14204,Apartamento,Camorim,3,2,1,75,1700.0,600.0,80.0,22.67,Apartamento
14205,Apartamento,Leblon,2,1,1,90,4000.0,1900.0,440.0,44.44,Apartamento
14206,Apartamento,Rio Comprido,2,0,0,60,1250.0,600.0,0.0,20.83,Apartamento
14207,Apartamento,Copacabana,3,0,1,160,6500.0,1382.0,0.0,40.62,Apartamento
14208,Apartamento,Copacabana,3,1,0,120,3500.0,1450.0,273.0,29.17,Apartamento
14209,Apartamento,Barra da Tijuca,2,1,0,59,1350.0,612.0,0.0,22.88,Apartamento
14210,Apartamento,Botafogo,2,1,0,60,1700.0,900.0,100.0,28.33,Apartamento
14211,Apartamento,Recreio dos Bandeirantes,3,2,2,200,2600.0,1250.0,204.0,13.0,Apartamento
14212,Apartamento,Botafogo,2,0,0,70,2959.0,518.0,0.0,42.27,Apartamento
14213,Apartamento,Méier,2,0,0,46,1000.0,350.0,16.0,21.74,Apartamento
14214,Apartamento,Lagoa,1,1,0,45,2400.0,1565.0,230.0,53.33,Apartamento
14215,Apartamento,Tijuca,2,1,2,88,2800.0,850.0,120.0,31.82,Apartamento
14216,Apartamento,Barra da Tijuca,2,1,2,110,5300.0,2600.0,500.0,48.18,Apartamento
14217,Apartamento,Copacabana,3,0,1,140,3200.0,1650.0,287.0,22.86,Apartamento
14218,Apartamento,Flamengo,1,1,0,49,2200.0,380.0,97.0,44.9,Apartamento
14219,Apartamento,Barra da Tijuca,2,2,1,76,2800.0,1350.0,1200.0,36.84,Apartamento
